id,creationDate,negotiable,description,agencyFee,title
319,30/04/2022,false,Multi-lateral,31,hybrid
320,17/07/2022,true,conglomeration,90,budgetary management
321,18/03/2022,false,analyzing,71,success
322,02/10/2022,false,Face to face,18,client-driven
323,09/05/2022,true,bottom-line,91,throughput
324,30/11/2022,false,Cloned,68,Versatile
325,26/05/2022,true,frame,20,Upgradable
326,28/01/2023,true,Re-contextualized,75,Operative
327,13/09/2022,true,encoding,31,contingency
328,01/12/2022,true,clear-thinking,95,Quality-focused
329,14/02/2023,false,archive,40,Focused
330,27/11/2022,false,intangible,43,6th generation
331,12/01/2023,false,neural-net,10,migration
332,10/06/2022,false,asymmetric,63,interactive
333,31/10/2022,false,clear-thinking,78,matrices
334,16/07/2022,false,architecture,2,instruction set
335,11/06/2022,true,solution-oriented,33,exuding
336,06/09/2022,false,adapter,33,adapter
337,21/12/2022,true,toolset,40,regional
338,23/08/2022,true,application,32,infrastructure
339,05/12/2022,true,task-force,75,executive
340,16/05/2022,false,value-added,49,collaboration
341,21/08/2022,false,extranet,70,Progressive
342,08/08/2022,false,Function-based,57,database
343,03/06/2022,true,middleware,10,holistic
344,29/04/2022,true,interface,81,function
345,17/11/2022,false,intangible,63,Object-based
346,08/10/2022,false,instruction set,1,Phased
347,09/11/2022,true,motivating,67,Secured
348,21/09/2022,false,Vision-oriented,66,archive
349,04/04/2022,true,discrete,78,info-mediaries
350,26/11/2022,false,attitude,34,model
351,24/03/2022,false,Customer-focused,46,leverage
352,24/01/2023,false,toolset,58,next generation
353,12/01/2023,false,directional,10,Reduced
354,11/05/2022,false,Self-enabling,38,implementation
355,27/10/2022,true,impactful,80,protocol
356,02/06/2022,true,encoding,47,local
357,14/03/2022,true,zero tolerance,1,secondary
358,22/12/2022,false,challenge,46,regional
359,30/07/2022,true,neural-net,7,functionalities
360,16/01/2023,true,groupware,14,protocol
361,19/08/2022,true,extranet,46,workforce
362,23/10/2022,false,Assimilated,80,hub
363,06/04/2022,false,optimizing,49,function
364,12/10/2022,true,context-sensitive,45,Face to face
365,22/01/2023,false,monitoring,99,encompassing
366,29/04/2022,false,Intuitive,31,background
367,28/08/2022,false,disintermediate,5,Triple-buffered
368,22/11/2022,true,Synergistic,5,Object-based
369,28/03/2022,false,composite,49,system engine
370,06/07/2022,true,Fully-configurable,32,info-mediaries
371,28/09/2022,true,Multi-layered,10,dynamic
372,23/05/2022,false,high-level,79,Team-oriented
373,17/10/2022,true,composite,23,website
374,24/11/2022,false,Diverse,73,Synergistic
375,20/01/2023,false,flexibility,22,neural-net
376,03/12/2022,true,website,24,Implemented
377,16/10/2022,false,Reactive,49,24/7
378,24/03/2022,true,Re-engineered,20,zero tolerance
379,04/03/2022,false,alliance,67,Open-source
380,26/10/2022,true,Optional,23,Digitized
381,05/01/2023,false,capacity,1,Re-engineered
382,12/03/2022,true,Synergistic,49,Cross-platform
383,29/09/2022,true,Digitized,93,incremental
384,10/11/2022,true,analyzing,16,strategy
385,28/06/2022,false,protocol,35,attitude-oriented
386,18/12/2022,true,Distributed,76,Advanced
387,09/06/2022,false,Synergistic,9,adapter
388,16/05/2022,false,core,86,Progressive
389,22/03/2022,true,Multi-tiered,55,Assimilated
390,31/01/2023,true,leverage,44,moratorium
391,18/02/2023,false,groupware,56,Switchable
392,29/09/2022,true,project,38,explicit
393,28/05/2022,false,Team-oriented,40,Enterprise-wide
394,13/06/2022,false,bottom-line,61,explicit
395,08/01/2023,true,throughput,77,solution-oriented
396,13/09/2022,false,dynamic,20,Stand-alone
397,26/01/2023,false,success,85,Enterprise-wide
398,03/08/2022,false,hierarchy,95,challenge
399,18/03/2022,true,interface,19,installation
400,25/05/2022,true,Compatible,97,client-server
401,04/07/2022,false,internet solution,60,5th generation
402,19/11/2022,false,service-desk,91,Object-based
403,05/09/2022,false,fault-tolerant,40,knowledge base
404,01/03/2022,true,capability,36,mission-critical
405,21/11/2022,true,Proactive,81,toolset
406,19/08/2022,false,adapter,56,application
407,07/09/2022,false,Switchable,17,local area network
408,01/04/2022,false,Managed,9,Advanced
409,20/03/2022,false,intranet,19,Persevering
410,20/08/2022,false,holistic,94,User-friendly
411,20/03/2022,false,discrete,59,maximized
412,31/10/2022,true,strategy,29,software
413,06/04/2022,true,leverage,19,secured line
414,19/01/2023,true,Multi-channelled,64,Triple-buffered
415,19/05/2022,false,projection,23,data-warehouse
416,02/11/2022,false,model,30,multimedia
417,26/01/2023,true,algorithm,82,transitional
418,29/03/2022,false,help-desk,35,flexibility
419,17/11/2022,true,Object-based,8,solution
420,26/02/2022,false,toolset,3,benchmark
421,14/03/2022,false,access,67,Self-enabling
422,26/02/2022,false,process improvement,75,real-time
423,25/03/2022,true,matrix,68,application
424,11/11/2022,false,hub,21,Polarised
425,29/05/2022,false,radical,83,circuit
426,03/04/2022,true,24/7,48,function
427,25/03/2022,false,Upgradable,23,adapter
428,06/06/2022,true,Self-enabling,33,Programmable
429,30/07/2022,true,bottom-line,57,strategy
430,30/04/2022,false,leading edge,26,Monitored
431,29/10/2022,false,Future-proofed,61,client-server
432,04/02/2023,false,non-volatile,32,web-enabled
433,23/08/2022,false,architecture,83,complexity
434,13/06/2022,false,modular,61,exuding
435,01/09/2022,true,De-engineered,50,demand-driven
436,27/03/2022,false,empowering,95,mobile
437,18/07/2022,true,instruction set,51,full-range
438,28/01/2023,true,dedicated,70,encryption
439,20/06/2022,false,Stand-alone,70,Grass-roots
440,02/09/2022,true,project,58,Enhanced
441,19/01/2023,true,Polarised,44,full-range
442,05/07/2022,true,leading edge,13,Front-line
443,09/04/2022,false,foreground,45,project
444,08/01/2023,false,leverage,2,hub
445,13/02/2023,true,challenge,51,Self-enabling
446,19/12/2022,false,definition,30,4th generation
447,28/01/2023,false,Expanded,49,internet solution
448,03/05/2022,false,Proactive,65,Quality-focused
449,23/03/2022,false,Self-enabling,9,challenge
450,12/04/2022,true,success,83,static
451,18/03/2022,false,De-engineered,90,Reverse-engineered
452,05/07/2022,false,high-level,89,Advanced
453,15/12/2022,false,intangible,91,core
454,14/02/2023,true,modular,5,Expanded
455,15/02/2023,true,Stand-alone,69,framework
456,06/10/2022,true,transitional,81,paradigm
457,23/05/2022,false,fresh-thinking,15,Triple-buffered
458,30/10/2022,false,user-facing,46,radical
459,16/11/2022,false,multi-state,76,Configurable
460,30/04/2022,false,Grass-roots,12,Configurable
461,24/08/2022,true,Customer-focused,100,Compatible
462,23/02/2022,true,infrastructure,58,Grass-roots
463,08/08/2022,false,hybrid,87,portal
464,10/04/2022,true,4th generation,40,transitional
465,23/10/2022,false,Exclusive,68,Synergistic
466,08/12/2022,false,Integrated,22,5th generation
467,24/10/2022,true,Innovative,17,Configurable
468,07/05/2022,true,Cloned,7,regional
469,11/07/2022,false,user-facing,23,attitude
470,20/08/2022,false,Graphical User Interface,91,logistical
471,09/04/2022,false,static,93,installation
472,21/08/2022,false,migration,97,heuristic
473,30/06/2022,true,composite,47,Business-focused
474,06/09/2022,true,artificial intelligence,73,actuating
475,05/08/2022,true,Automated,50,Compatible
476,02/06/2022,true,leverage,39,Operative
477,31/01/2023,true,frame,21,needs-based
478,24/08/2022,false,interactive,29,emulation
479,21/10/2022,true,composite,13,analyzer
480,10/06/2022,true,Inverse,67,impactful
481,29/04/2022,true,foreground,3,website
482,11/05/2022,false,Networked,90,functionalities
483,27/02/2022,false,encoding,16,non-volatile
484,07/06/2022,false,attitude-oriented,23,local area network
485,01/07/2022,true,mission-critical,70,User-friendly
486,03/12/2022,true,responsive,61,even-keeled
487,03/01/2023,false,Programmable,52,leverage
488,08/06/2022,false,De-engineered,55,Implemented
489,03/09/2022,true,model,7,customer loyalty
490,15/01/2023,true,needs-based,43,4th generation
491,24/11/2022,true,Progressive,72,Optimized
492,02/06/2022,false,groupware,51,encoding
493,14/02/2023,true,firmware,86,portal
494,09/10/2022,false,Extended,38,orchestration
495,02/04/2022,true,hub,44,process improvement
496,17/03/2022,false,Open-architected,65,Synergized
497,19/11/2022,false,hub,57,Seamless
498,28/07/2022,true,24 hour,87,access
499,19/07/2022,true,conglomeration,3,Object-based
500,03/11/2022,true,Open-source,54,interactive
501,15/04/2022,true,human-resource,87,Visionary
502,29/01/2023,true,adapter,51,incremental
503,01/03/2022,false,Multi-channelled,65,application
504,15/08/2022,true,Multi-layered,98,6th generation
505,09/04/2022,true,24/7,84,Graphical User Interface
506,07/01/2023,false,standardization,93,coherent
507,03/12/2022,false,national,87,context-sensitive
508,12/08/2022,false,hierarchy,58,Secured
509,04/06/2022,false,data-warehouse,60,Persistent
510,07/11/2022,false,needs-based,1,explicit
511,23/03/2022,true,success,13,optimizing
512,23/08/2022,true,Optimized,43,Re-contextualized
513,28/01/2023,false,needs-based,61,transitional
514,01/01/2023,true,Robust,62,product
515,01/12/2022,true,matrices,14,protocol
516,09/04/2022,false,bandwidth-monitored,59,Managed
517,10/01/2023,false,Devolved,95,Reverse-engineered
518,21/05/2022,false,projection,99,clear-thinking
519,31/08/2022,true,Synergistic,6,methodology
520,11/09/2022,true,Secured,28,Open-source
521,30/10/2022,true,Business-focused,76,Synergistic
522,08/08/2022,false,Inverse,85,contingency
523,11/11/2022,true,support,42,fault-tolerant
524,18/05/2022,true,empowering,25,Focused
525,10/04/2022,true,info-mediaries,13,tertiary
526,21/02/2022,false,optimal,66,fresh-thinking
527,22/04/2022,true,Synergistic,75,Customizable
528,15/12/2022,false,ability,20,global
529,06/05/2022,true,dedicated,7,directional
530,19/12/2022,true,Progressive,82,Secured
531,20/09/2022,true,Versatile,10,Cloned
532,30/07/2022,true,policy,80,benchmark
533,27/09/2022,false,Quality-focused,4,motivating
534,29/10/2022,false,Digitized,15,radical
535,23/12/2022,true,benchmark,47,executive
536,01/02/2023,false,exuding,49,analyzer
537,19/09/2022,true,multi-tasking,37,Ameliorated
538,20/08/2022,false,Quality-focused,26,tertiary
539,28/07/2022,true,Synergistic,84,needs-based
540,15/04/2022,true,even-keeled,93,utilisation
541,16/09/2022,false,Decentralized,52,array
542,22/08/2022,true,maximized,72,Object-based
543,22/06/2022,true,Operative,89,portal
544,18/01/2023,false,attitude,2,Re-contextualized
545,25/03/2022,true,synergy,96,middleware
546,25/03/2022,true,actuating,63,Re-engineered
547,04/06/2022,true,extranet,78,context-sensitive
548,17/03/2022,true,forecast,70,contingency
549,14/06/2022,true,database,89,Polarised
550,17/10/2022,false,Up-sized,43,Implemented
551,12/05/2022,true,knowledge user,53,orchestration
552,08/12/2022,false,interactive,28,intranet
553,07/11/2022,false,radical,17,methodology
554,20/02/2022,false,Centralized,12,Organic
555,04/08/2022,false,Progressive,62,context-sensitive
556,10/02/2023,true,application,78,emulation
557,25/10/2022,true,initiative,61,Enhanced
558,04/01/2023,true,core,60,Optimized
559,28/09/2022,false,Switchable,76,system-worthy
560,29/06/2022,false,modular,22,Grass-roots
561,14/11/2022,false,zero administration,70,internet solution
562,08/03/2022,false,empowering,74,heuristic
563,10/10/2022,false,optimal,29,Sharable
564,17/12/2022,true,help-desk,61,encryption
565,27/10/2022,false,analyzing,46,protocol
566,14/11/2022,true,mobile,88,framework
567,01/08/2022,true,next generation,44,Virtual
568,11/09/2022,true,3rd generation,95,firmware
569,11/02/2023,false,radical,89,model
570,10/11/2022,true,Organic,61,human-resource
571,18/06/2022,true,Function-based,100,support
572,19/03/2022,false,Monitored,89,Seamless
573,26/04/2022,true,discrete,5,emulation
574,05/03/2022,false,fresh-thinking,1,Optimized
575,19/09/2022,false,emulation,37,info-mediaries
576,21/10/2022,true,help-desk,33,hierarchy
577,11/07/2022,true,challenge,80,zero administration
578,17/10/2022,false,dedicated,30,exuding
579,23/04/2022,true,regional,79,Innovative
580,15/01/2023,true,logistical,90,Reduced
581,15/08/2022,true,task-force,44,systemic
582,12/05/2022,true,optimizing,35,needs-based
583,05/11/2022,false,Managed,62,contextually-based
584,05/01/2023,true,bi-directional,49,matrices
585,11/09/2022,true,Robust,89,Graphic Interface
586,17/04/2022,true,analyzing,72,Enhanced
587,05/11/2022,true,Inverse,56,value-added
588,30/10/2022,false,Cloned,42,exuding
589,25/07/2022,false,Enterprise-wide,77,Visionary
590,20/05/2022,true,intranet,19,benchmark
591,04/11/2022,false,actuating,25,Customizable
592,09/02/2023,true,static,19,artificial intelligence
593,30/12/2022,false,optimizing,11,utilisation
594,04/02/2023,false,knowledge user,17,website
595,19/01/2023,false,executive,60,tangible
596,23/12/2022,false,orchestration,63,system engine
597,05/04/2022,true,Vision-oriented,79,reciprocal
598,29/05/2022,false,Visionary,56,User-centric
599,19/12/2022,false,paradigm,29,interface
600,03/01/2023,false,matrices,100,paradigm
601,09/07/2022,false,productivity,66,structure
602,02/10/2022,true,motivating,10,Business-focused
603,28/05/2022,true,Persevering,7,Multi-channelled
604,05/10/2022,true,Object-based,52,instruction set
605,01/12/2022,true,composite,91,didactic
606,18/05/2022,true,Synchronised,61,Mandatory
607,19/05/2022,false,customer loyalty,40,Optional
608,28/08/2022,false,Polarised,37,24 hour
609,13/11/2022,false,Graphic Interface,1,Fully-configurable
610,29/12/2022,false,Synergized,52,emulation
611,18/11/2022,true,Multi-tiered,44,Total
612,08/12/2022,true,hub,19,bottom-line
613,11/03/2022,true,groupware,68,matrices
614,05/03/2022,true,executive,30,heuristic
615,03/10/2022,false,Visionary,32,next generation
616,21/03/2022,true,optimizing,19,dynamic
617,27/09/2022,true,knowledge base,19,maximized
618,10/11/2022,true,strategy,74,heuristic
