id,area,creationYear,lastRenovationYear,buildingType,isFurnished,roomsCount
52,3,2004,2001,clear-thinking,true,52
53,78,2004,2002,Right-sized,true,53
54,44,1992,2001,secured line,true,54
55,14,2003,2008,intermediate,false,55
56,28,1997,1979,hardware,true,56
57,52,1997,2006,Automated,true,57
58,83,2011,2002,contingency,true,58
59,19,1986,1997,object-oriented,true,59
60,62,1992,2003,Innovative,true,60
61,54,1996,1984,Horizontal,true,61
62,98,2011,2004,leverage,true,62
63,51,1999,1999,user-facing,false,63
64,54,2008,2005,Down-sized,true,64
65,7,2012,1992,impactful,false,65
66,96,2007,1995,functionalities,false,66
67,87,2010,1992,static,true,67
68,45,1995,2008,utilisation,false,68
69,49,1971,2011,Universal,true,69
70,49,2012,2012,radical,true,70
71,81,1998,2000,Virtual,true,71
72,72,2000,2011,architecture,false,72
73,73,2003,1996,alliance,true,73
74,80,2001,2008,homogeneous,true,74
75,59,2008,1993,object-oriented,true,75
76,98,1998,2004,contextually-based,false,76
77,8,2011,1988,middleware,false,77
78,15,2012,2005,success,false,78
79,39,1986,2005,Re-contextualized,true,79
80,59,1996,1999,Business-focused,false,80
81,64,1992,1992,encompassing,true,81
82,56,2001,1998,Ergonomic,false,82
83,98,2010,1990,extranet,true,83
84,41,2001,1992,neural-net,false,84
85,74,2002,2008,contextually-based,true,85
86,1,2005,1998,challenge,false,86
87,30,2004,2012,Multi-lateral,false,87
88,7,1992,1959,open architecture,true,88
89,41,2013,2007,workforce,true,89
90,61,2001,2006,task-force,false,90
91,73,2004,2007,static,true,91
92,67,2002,1997,motivating,false,92
93,86,2005,2008,interactive,false,93
94,91,1993,2000,non-volatile,true,94
95,14,2007,1998,heuristic,true,95
96,28,1998,1998,tertiary,false,96
97,37,2001,1994,tertiary,true,97
98,86,1990,2004,capability,true,98
99,76,2001,2007,transitional,false,99
100,64,1990,1985,productivity,false,100
101,17,1996,1954,Horizontal,true,101
102,32,2003,2010,demand-driven,true,102
103,43,1999,2009,5th generation,true,103
104,79,1998,2009,strategy,false,104
105,61,1989,2009,Open-architected,true,105
106,18,2011,2000,secondary,false,106
107,14,2004,1984,product,false,107
108,97,1992,1996,Focused,false,108
109,27,1994,1984,Compatible,false,109
110,11,2000,2011,Graphic Interface,false,110
111,26,1997,2002,Reactive,true,111
112,86,2004,2008,Fundamental,false,112
113,62,2013,1995,Centralized,true,113
114,33,1990,2002,Multi-lateral,true,114
115,2,1996,1997,Graphical User Interface,false,115
116,35,2008,2006,Ergonomic,true,116
117,54,1993,2006,3rd generation,true,117
118,79,2000,2008,Profound,false,118
119,57,1994,2011,installation,false,119
120,61,1984,1999,Organized,true,120
121,52,1993,2007,transitional,true,121
122,85,2003,1993,website,true,122
123,36,2006,2008,contextually-based,true,123
124,10,2006,2004,Open-source,false,124
125,83,1978,2011,attitude-oriented,false,125
126,12,1994,2008,Cross-platform,true,126
127,29,2007,2012,task-force,true,127
128,100,2004,1994,maximized,true,128
129,16,2000,2005,Virtual,true,129
130,8,1999,2001,open architecture,false,130
131,27,1999,2004,well-modulated,false,131
132,69,2007,2010,Multi-lateral,true,132
133,44,1995,2006,Profound,false,133
134,1,1996,1985,maximized,false,134
135,23,1989,2004,encompassing,true,135
136,22,2004,2011,Graphic Interface,true,136
137,23,1964,1957,well-modulated,false,137
138,41,2003,2005,Expanded,true,138
139,89,1993,1994,encoding,true,139
140,86,1995,2007,Profit-focused,false,140
141,66,1993,1999,knowledge user,false,141
142,8,1994,2006,workforce,true,142
143,1,1994,2010,Multi-lateral,true,143
144,62,2009,2005,Inverse,true,144
145,96,2000,2004,Programmable,true,145
146,33,1988,1998,neural-net,true,146
147,94,1997,1967,multi-tasking,false,147
148,34,2004,2005,Realigned,true,148
149,17,1992,1996,matrix,true,149
150,92,2002,2007,Open-source,true,150
151,4,1995,1993,Grass-roots,true,151
152,63,2001,2002,hybrid,false,152
153,90,2003,1992,clear-thinking,false,153
154,1,1992,2008,Business-focused,true,154
155,89,2003,1994,bi-directional,true,155
156,98,1990,2005,Multi-tiered,false,156
157,21,2006,2008,Multi-layered,true,157
158,1,1988,1996,Virtual,false,158
159,52,2010,1976,Ameliorated,true,159
160,36,2010,2002,context-sensitive,true,160
161,66,2002,2010,challenge,false,161
162,56,1991,1995,Ergonomic,false,162
163,89,1996,1998,optimal,true,163
164,78,1985,2008,human-resource,true,164
165,64,2007,1986,executive,false,165
166,92,2005,2010,Re-contextualized,true,166
167,96,1984,2010,Persevering,true,167
168,6,1996,2003,Face to face,false,168
169,42,2011,2008,heuristic,false,169
170,15,2010,2003,collaboration,false,170
171,18,2007,1963,Polarised,false,171
172,88,2005,2009,support,true,172
173,3,2008,1992,leverage,false,173
174,7,2012,2008,24/7,true,174
175,46,1992,1999,3rd generation,false,175
176,12,2009,1997,flexibility,true,176
177,58,2009,1995,Configurable,false,177
178,77,1997,2012,portal,false,178
179,66,2000,2010,Multi-lateral,true,179
180,32,2003,1996,time-frame,true,180
181,10,1999,1987,Centralized,true,181
182,88,1985,2012,stable,false,182
183,56,2005,1985,demand-driven,true,183
184,73,2006,1996,Streamlined,true,184
185,20,2003,2001,knowledge base,false,185
186,2,2004,2011,focus group,true,186
187,56,2005,1999,frame,false,187
188,29,2008,2005,Synchronised,true,188
189,60,2006,2012,Assimilated,true,189
190,54,2009,1995,Extended,false,190
191,96,2011,1998,Graphical User Interface,true,191
192,74,1993,1999,web-enabled,true,192
193,83,2006,2011,local,false,193
194,58,2001,2006,Universal,true,194
195,41,2002,2004,Intuitive,false,195
196,37,2007,2002,dedicated,true,196
197,71,2010,2001,Distributed,true,197
198,56,2009,1999,capability,false,198
199,26,1993,2004,Centralized,false,199
200,10,1995,2008,responsive,true,200
201,5,1999,2009,contingency,false,201
202,66,2002,2013,heuristic,true,202
203,58,2013,1992,Sharable,true,203
204,22,1999,1995,hub,true,204
205,10,2004,1991,Vision-oriented,false,205
206,62,2008,2008,well-modulated,true,206
207,45,1996,2012,capacity,true,207
208,30,2004,2007,systemic,false,208
209,6,1994,2010,Adaptive,false,209
210,86,1992,2001,attitude,false,210
211,59,2010,2011,matrix,false,211
212,29,2011,2010,open architecture,false,212
213,46,2003,1996,Reduced,false,213
214,51,2001,2006,Advanced,false,214
215,63,2005,2000,executive,true,215
216,36,2003,1992,Vision-oriented,true,216
217,80,2006,2004,capability,true,217
218,11,1999,2004,Right-sized,false,218
219,47,2011,1996,Grass-roots,true,219
220,58,1993,2009,Triple-buffered,true,220
221,11,2010,1993,Stand-alone,true,221
222,71,2005,2007,4th generation,true,222
223,12,1997,2010,methodology,false,223
224,86,2002,2002,Fundamental,false,224
225,61,1997,1999,capability,true,225
226,83,2011,1995,exuding,true,226
227,67,2000,2000,object-oriented,false,227
228,86,2008,2003,extranet,true,228
229,40,2008,2010,parallelism,false,229
230,68,2006,2006,content-based,false,230
231,93,1989,2006,toolset,true,231
232,16,2000,1997,artificial intelligence,true,232
233,60,2007,2000,object-oriented,false,233
234,90,2006,2000,Monitored,true,234
235,19,2006,2010,content-based,true,235
236,44,1989,1991,functionalities,false,236
237,88,1998,2004,toolset,true,237
238,21,1994,1998,Networked,false,238
239,26,2002,2006,function,true,239
240,94,2003,2002,help-desk,true,240
241,42,2007,1990,analyzing,false,241
242,93,1995,2012,Open-source,true,242
243,32,2010,1996,zero administration,true,243
244,32,1997,1993,mission-critical,false,244
245,38,2007,2010,Open-architected,true,245
246,7,1992,1993,scalable,false,246
247,3,2007,1968,Organized,false,247
248,14,2001,2011,support,false,248
249,3,2006,2006,flexibility,true,249
250,4,2001,2012,migration,false,250
251,68,2006,1985,optimal,true,251
252,45,2003,1996,time-frame,false,252
253,52,2011,2000,Self-enabling,false,253
254,16,1996,1996,Distributed,true,254
255,85,2005,2010,6th generation,true,255
256,92,2000,1985,open architecture,false,256
257,90,1992,2001,composite,true,257
258,16,2010,2007,functionalities,true,258
259,73,2007,2007,tangible,false,259
260,20,2008,2012,open architecture,true,260
261,44,1988,1993,emulation,true,261
262,4,1994,2008,intermediate,true,262
263,83,2007,2011,Public-key,true,263
264,64,2004,1990,Polarised,false,264
265,41,1991,2007,instruction set,true,265
266,29,1987,2008,moratorium,false,266
267,60,1986,1995,artificial intelligence,true,267
268,7,2005,1987,Configurable,false,268
269,55,1988,1986,transitional,false,269
270,62,1994,2000,superstructure,true,270
271,79,2010,2004,modular,false,271
272,49,2012,2007,directional,false,272
273,57,2001,2012,secondary,false,273
274,82,2007,2004,core,true,274
275,85,2009,1989,definition,false,275
276,65,2005,1984,Automated,false,276
277,88,1998,1999,Automated,true,277
278,5,2002,2002,Open-source,false,278
279,36,2006,1999,Quality-focused,false,279
280,27,2002,2005,zero tolerance,true,280
281,60,1986,1950,Fundamental,false,281
282,13,2010,1987,user-facing,true,282
283,30,2005,1988,human-resource,true,283
284,60,1990,1992,Multi-tiered,true,284
285,90,2012,2005,client-driven,true,285
286,49,1994,2003,task-force,true,286
287,58,1986,1985,help-desk,true,287
288,56,1998,1994,real-time,true,288
289,48,2002,1984,toolset,true,289
290,72,1995,1991,dynamic,false,290
291,84,2002,1989,zero defect,true,291
292,14,2001,1986,Total,false,292
293,22,2005,1998,Secured,true,293
294,91,1994,2011,Synergistic,true,294
295,99,2006,1984,well-modulated,false,295
296,48,2006,2013,synergy,false,296
297,83,2003,2006,initiative,false,297
298,45,1986,2004,adapter,true,298
299,33,1998,1999,Progressive,true,299
300,98,2008,2011,encoding,false,300
301,98,2000,2010,infrastructure,true,301
302,39,2011,1986,Proactive,false,302
303,32,2010,1999,hybrid,false,303
304,56,1990,2003,6th generation,true,304
305,48,2004,2001,software,true,305
306,11,2008,1997,info-mediaries,true,306
307,77,2008,2006,Profound,false,307
308,91,1995,1999,zero tolerance,false,308
309,37,1970,2003,Persistent,false,309
310,64,2007,2011,infrastructure,true,310
311,91,2001,2009,Programmable,true,311
312,42,2010,1999,functionalities,false,312
313,79,2013,2004,Diverse,false,313
314,82,2007,2008,disintermediate,true,314
315,26,2009,2009,multi-tasking,false,315
316,82,2005,1988,analyzer,false,316
317,6,2002,2005,holistic,false,317
318,18,1995,1994,analyzer,true,318
319,77,1985,2006,functionalities,true,319
320,48,2007,1993,solution,true,320
321,63,2004,2004,time-frame,false,321
322,82,2010,1997,actuating,false,322
323,83,2000,1999,standardization,false,323
324,55,1995,1996,Ergonomic,false,324
325,38,2013,2007,Automated,false,325
326,45,1989,2011,dynamic,true,326
327,95,2011,1998,Graphic Interface,true,327
328,30,1995,2002,Proactive,true,328
329,85,1994,2011,reciprocal,true,329
330,1,1995,1995,directional,true,330
331,50,2004,2001,cohesive,true,331
332,1,1985,2000,User-friendly,false,332
333,3,2012,1992,secured line,true,333
334,38,2006,2001,Enterprise-wide,false,334
335,45,2009,1998,Reactive,true,335
336,10,1995,2001,methodical,false,336
337,73,2006,1986,static,false,337
338,33,1995,2005,frame,false,338
339,46,2000,1995,Decentralized,true,339
340,52,2012,1985,stable,true,340
341,75,2009,1990,bottom-line,false,341
342,33,1985,2006,methodical,false,342
343,78,2011,2008,Persistent,true,343
344,16,1999,2012,user-facing,true,344
345,93,1995,2010,client-driven,true,345
346,63,2009,1997,Profound,false,346
347,37,2002,1994,local area network,false,347
348,53,1977,2008,Business-focused,false,348
349,58,1966,2004,collaboration,false,349
350,68,2010,2008,Pre-emptive,false,350
351,77,2007,2006,system-worthy,true,351
352,21,2012,2011,Ergonomic,false,352
353,96,2011,1999,solution-oriented,false,353
354,13,1988,1995,functionalities,false,354
355,35,1993,2011,Innovative,false,355
356,42,1990,1988,well-modulated,false,356
357,98,1995,1987,Decentralized,false,357
358,50,1999,2006,flexibility,true,358
359,19,1995,2008,multi-state,false,359
360,4,2003,1996,Organized,true,360
361,15,1996,2003,cohesive,false,361
362,36,1999,2003,Multi-layered,false,362
363,7,2011,2003,24/7,true,363
364,70,2002,2004,Seamless,true,364
365,93,2005,2009,infrastructure,false,365
366,36,1997,2012,Function-based,true,366
367,87,1988,2006,User-friendly,true,367
368,3,2002,1995,complexity,true,368
369,57,1998,1992,radical,false,369
370,55,1992,1996,forecast,true,370
371,41,1998,2001,6th generation,true,371
372,79,1992,2004,non-volatile,true,372
373,57,2011,1994,Self-enabling,false,373
374,13,1995,2005,well-modulated,false,374
375,24,2012,2008,Devolved,true,375
376,54,1993,2011,explicit,false,376
377,18,2007,1994,secondary,true,377
378,3,2003,1993,toolset,false,378
379,10,1997,2007,adapter,false,379
380,44,2008,1998,task-force,false,380
381,97,1999,1986,Optional,true,381
382,25,1990,2001,Open-source,false,382
383,96,2011,1996,Cross-platform,false,383
384,74,2000,1990,Innovative,true,384
385,56,1959,2001,Reactive,false,385
386,41,1994,2005,scalable,false,386
387,5,2006,2002,User-centric,true,387
388,73,1987,2001,Mandatory,true,388
389,65,1988,2003,toolset,true,389
390,46,2006,1985,Distributed,false,390
391,4,1995,1999,Ergonomic,true,391
392,25,2010,2011,6th generation,false,392
393,95,1995,1998,incremental,true,393
394,45,1989,2000,even-keeled,false,394
395,45,2006,2007,paradigm,false,395
396,43,2009,2008,matrix,true,396
397,71,1996,1994,Customer-focused,false,397
398,79,1966,1985,initiative,false,398
399,72,2004,2012,Profound,false,399
400,79,1992,1994,Diverse,true,400
401,64,2008,2001,User-friendly,false,401
402,91,2012,2008,Seamless,false,402
403,52,1988,2009,responsive,true,403
404,89,1995,2003,challenge,false,404
405,27,1992,2008,functionalities,true,405
406,18,1996,1993,Vision-oriented,true,406
407,52,2006,2002,analyzer,true,407
408,78,2002,1992,Graphical User Interface,true,408
409,90,1993,2003,scalable,true,409
410,35,2011,1996,Advanced,false,410
411,90,2007,2007,user-facing,true,411
412,27,2008,1996,archive,true,412
413,7,2003,2008,middleware,true,413
414,81,2001,1992,clear-thinking,false,414
415,87,1994,1996,architecture,false,415
416,59,2006,2002,Public-key,true,416
417,21,2004,1984,Down-sized,false,417
418,92,2005,2001,toolset,false,418
419,40,1993,1999,Robust,true,419
420,70,1998,1987,reciprocal,true,420
421,33,2001,2002,policy,false,421
422,77,1998,1992,Multi-lateral,false,422
423,34,2006,1993,clear-thinking,true,423
424,80,2007,1994,encompassing,false,424
425,26,2006,1988,Polarised,false,425
426,55,1963,2005,analyzing,false,426
427,5,1995,1995,instruction set,true,427
428,94,2007,2011,Polarised,false,428
429,91,2011,1996,tertiary,true,429
430,46,2011,1994,Vision-oriented,false,430
431,18,2009,2012,explicit,false,431
432,53,2000,2009,bandwidth-monitored,true,432
433,5,1976,2006,hybrid,true,433
434,53,2004,1992,Optional,true,434
435,46,2006,1996,Down-sized,true,435
436,30,2010,2006,attitude,true,436
437,42,1997,2011,non-volatile,false,437
438,42,2006,2010,Devolved,false,438
439,4,2006,2008,Self-enabling,true,439
440,63,2006,1993,asynchronous,true,440
441,93,1998,2003,local,false,441
442,11,2003,2001,attitude-oriented,true,442
443,42,1999,1991,De-engineered,false,443
444,70,1994,1999,upward-trending,true,444
445,19,2012,2007,Open-architected,false,445
446,30,1972,2007,discrete,false,446
447,44,1997,1998,coherent,true,447
448,29,2007,1994,Managed,false,448
449,83,1995,2004,object-oriented,true,449
450,46,2009,1993,well-modulated,false,450
451,77,2012,2007,Assimilated,true,451
452,51,1984,2004,secured line,false,452
453,34,1992,2007,model,false,453
454,32,1997,1993,Devolved,false,454
455,95,1992,1989,orchestration,false,455
456,56,2007,1997,Horizontal,true,456
457,5,2009,1984,Grass-roots,true,457
458,66,2006,1988,incremental,false,458
459,51,2003,1986,productivity,true,459
460,22,1970,2009,knowledge user,true,460
461,58,2008,2005,Versatile,false,461
462,74,1993,1991,secondary,true,462
463,70,2011,1990,Open-source,false,463
464,8,1997,2004,non-volatile,true,464
465,48,2010,2006,neutral,true,465
466,82,1992,1999,foreground,false,466
467,91,2002,1998,mission-critical,false,467
468,68,1993,1998,encryption,false,468
469,46,2004,1994,initiative,true,469
470,68,1966,1998,Self-enabling,true,470
471,21,2002,1984,workforce,true,471
472,68,2008,2004,multimedia,false,472
473,25,2007,1995,encryption,false,473
474,18,1998,1990,solution-oriented,true,474
475,15,2002,1964,Reduced,false,475
476,88,2012,2002,capacity,false,476
477,75,2010,2009,bi-directional,false,477
478,96,1987,2010,Phased,true,478
479,75,1998,2002,Diverse,true,479
480,71,2011,2004,foreground,true,480
481,45,2010,1984,Future-proofed,true,481
482,45,1985,1991,array,false,482
483,3,2012,2013,zero defect,false,483
484,70,2009,2005,discrete,true,484
485,87,2010,1989,incremental,true,485
486,72,1999,1966,Graphical User Interface,true,486
487,36,2013,1994,De-engineered,false,487
488,17,1999,1990,Universal,false,488
489,46,2007,1993,holistic,true,489
490,93,2008,2011,cohesive,false,490
491,71,1993,1995,support,true,491
492,31,1966,2003,Right-sized,true,492
493,12,1996,2005,even-keeled,false,493
494,69,2011,2000,Assimilated,false,494
495,79,2011,2005,local,true,495
496,61,2007,1989,Virtual,false,496
497,8,1998,2006,bandwidth-monitored,true,497
498,81,2004,2008,throughput,true,498
499,31,2006,2006,transitional,false,499
500,6,1993,2007,infrastructure,true,500
501,85,2007,2012,implementation,true,501
502,55,2001,1992,dynamic,true,502
503,78,1968,2009,responsive,false,503
504,85,2009,1995,Secured,false,504
505,31,1985,2011,empowering,true,505
506,72,2011,2009,Exclusive,true,506
507,61,1993,1997,interface,true,507
508,28,2008,1997,Diverse,false,508
509,94,1996,1988,foreground,false,509
510,59,1985,2009,system engine,true,510
511,79,1996,2000,application,true,511
512,18,2005,2012,archive,false,512
513,76,1969,2009,toolset,false,513
514,77,1996,2002,system engine,false,514
515,93,2003,2002,6th generation,false,515
516,70,1994,2007,focus group,true,516
517,92,1999,1994,toolset,false,517
518,63,1997,2011,zero defect,false,518
519,12,2010,1996,capability,true,519
520,76,1993,2003,User-centric,false,520
521,91,1992,1994,firmware,true,521
522,34,1997,2012,knowledge base,false,522
523,1,2007,1998,high-level,true,523
524,90,2006,1999,info-mediaries,true,524
525,65,2010,2008,coherent,false,525
526,95,2009,2000,capability,true,526
527,29,1996,1992,budgetary management,true,527
528,23,2009,2001,maximized,false,528
529,9,1995,1985,matrix,true,529
530,37,2011,2009,local area network,false,530
531,98,2012,2002,background,false,531
532,18,1999,2008,User-centric,false,532
533,2,1993,2007,Proactive,false,533
534,47,1998,1992,contingency,true,534
535,15,2006,2006,empowering,false,535
536,90,2007,1993,Integrated,false,536
537,83,1995,2012,Cloned,false,537
538,58,1991,1994,orchestration,true,538
539,10,2001,2003,Assimilated,true,539
540,18,1992,1993,Horizontal,true,540
541,6,1992,1992,real-time,false,541
542,52,2003,1994,Graphic Interface,true,542
543,68,1996,2009,Stand-alone,true,543
544,81,2009,2001,Up-sized,true,544
545,100,2005,1991,protocol,false,545
546,59,1993,1995,Versatile,false,546
547,20,2011,2007,Reactive,false,547
548,80,2008,2003,system-worthy,true,548
549,46,2011,2000,website,false,549
550,32,2007,1992,Secured,true,550
551,16,1995,1992,De-engineered,true,551
552,21,2001,2004,Reverse-engineered,false,552
553,4,2008,1992,portal,true,553
554,59,1995,2010,open system,false,554
555,80,2012,2007,Organized,false,555
556,65,1987,2008,optimal,true,556
557,85,2010,1996,Digitized,false,557
558,2,2010,2005,concept,true,558
559,19,1992,2011,Persevering,true,559
560,62,2006,2001,Stand-alone,true,560
561,24,1986,2006,dedicated,true,561
562,8,2002,2002,Multi-channelled,true,562
563,11,2000,2000,systematic,false,563
564,58,1998,2007,scalable,false,564
565,42,1995,1989,Extended,false,565
566,100,2012,1998,Cross-group,true,566
567,67,1999,2000,firmware,true,567
568,2,2010,1991,Seamless,true,568
569,36,1979,1998,leading edge,true,569
570,84,2003,1999,Assimilated,true,570
571,100,1999,1999,Face to face,true,571
572,34,1997,1997,Total,false,572
573,69,2008,2006,interactive,false,573
574,44,1988,2012,Devolved,false,574
575,5,2007,1993,background,true,575
576,4,1999,2011,fresh-thinking,true,576
577,70,2004,2003,interactive,true,577
578,72,1991,1995,bi-directional,true,578
579,44,2012,1992,Optional,false,579
580,2,2001,2012,encryption,false,580
581,16,2011,2005,even-keeled,true,581
582,100,2006,1999,analyzing,false,582
583,73,2010,2000,tertiary,false,583
584,74,1997,1985,context-sensitive,false,584
585,39,2012,1992,Expanded,false,585
586,47,1993,1987,ability,false,586
587,64,1996,1992,leading edge,true,587
588,39,2008,2005,Networked,false,588
589,48,2008,1996,De-engineered,true,589
590,75,2005,2009,Advanced,false,590
591,81,1987,2003,help-desk,false,591
592,85,2009,2006,tertiary,false,592
593,72,1998,1989,Cross-group,true,593
594,97,1997,2012,clear-thinking,false,594
595,97,2003,2003,4th generation,false,595
596,14,1993,2007,Up-sized,false,596
597,21,2008,2001,interface,false,597
598,24,1994,1998,static,false,598
599,3,1991,2004,Persevering,true,599
600,10,2007,1986,pricing structure,true,600
601,57,1999,1997,Enhanced,false,601
602,26,1998,2001,task-force,false,602
603,98,1989,1993,middleware,true,603
604,18,1990,2008,superstructure,false,604
605,32,2000,2003,Reactive,true,605
606,38,1996,2003,infrastructure,false,606
607,61,2005,1996,Sharable,false,607
608,85,1997,1995,superstructure,true,608
609,23,1990,1984,Self-enabling,false,609
610,83,1996,2000,Face to face,false,610
611,43,1998,2008,value-added,true,611
612,53,2001,2005,Synergistic,true,612
613,39,2009,2003,conglomeration,false,613
614,42,2009,2011,Ameliorated,true,614
615,1,1995,1999,framework,true,615
616,79,1991,2004,Team-oriented,false,616
617,51,2011,1989,Advanced,false,617
618,58,2012,1999,superstructure,true,618
619,30,1996,1988,asymmetric,true,619
620,3,2003,2012,software,false,620
621,29,1999,2005,project,false,621
622,92,1983,1997,orchestration,false,622
623,46,2002,2009,model,false,623
624,100,2008,2009,User-centric,true,624
625,96,2003,2002,upward-trending,true,625
626,74,1993,1997,Cloned,true,626
627,91,2000,1970,initiative,false,627
628,66,2002,1993,Organic,true,628
629,90,1995,1996,challenge,false,629
630,19,1994,1989,fresh-thinking,false,630
631,38,1999,1992,heuristic,true,631
632,71,1990,2010,archive,false,632
633,7,2004,2000,forecast,false,633
634,61,2007,2006,eco-centric,true,634
635,55,2012,1985,flexibility,true,635
636,79,2012,1994,Right-sized,false,636
637,89,1993,2009,Integrated,false,637
638,42,2009,2007,demand-driven,false,638
639,13,1992,2004,leverage,true,639
640,12,2010,2011,Public-key,true,640
641,41,1993,2009,hierarchy,false,641
642,53,2003,2010,Assimilated,true,642
643,15,2008,1993,paradigm,false,643
644,52,1985,1993,Re-contextualized,false,644
645,15,2005,2005,Exclusive,true,645
646,10,1988,2012,upward-trending,true,646
647,20,1997,2007,full-range,true,647
648,59,2012,2005,Mandatory,true,648
649,51,1985,1992,Reverse-engineered,true,649
650,100,1997,2001,incremental,true,650
651,25,1999,2003,bi-directional,false,651
652,22,2009,2007,bifurcated,false,652
653,71,2004,1993,Profound,true,653
654,73,2003,2003,analyzing,false,654
655,62,1983,2005,human-resource,true,655
656,97,2004,1994,Self-enabling,false,656
657,22,1992,1999,hardware,false,657
658,91,1989,2000,Triple-buffered,false,658
659,43,2005,2005,support,false,659
660,7,2006,2000,high-level,false,660
661,60,2000,1998,Versatile,false,661
662,12,2003,2011,Polarised,false,662
663,99,1995,2003,instruction set,false,663
664,93,1999,2001,needs-based,false,664
665,92,1985,2008,fresh-thinking,true,665
666,85,2010,1996,productivity,false,666
667,26,2005,1998,Pre-emptive,false,667
668,66,1989,2008,fresh-thinking,false,668
669,14,2008,1999,uniform,true,669
670,91,2009,2009,zero administration,true,670
671,43,2002,1992,Object-based,true,671
672,47,2004,2007,Focused,false,672
673,56,1998,1996,well-modulated,true,673
674,11,1997,1986,content-based,false,674
675,36,2003,2002,Face to face,true,675
676,91,1987,2010,Mandatory,false,676
677,19,2006,2006,cohesive,false,677
678,5,2005,2002,emulation,false,678
679,44,2006,2001,intranet,true,679
680,83,1998,1985,Persevering,true,680
681,15,1998,2009,Managed,false,681
682,72,1994,2010,functionalities,true,682
683,64,2004,2010,client-driven,true,683
684,27,1994,1991,encompassing,false,684
685,8,2013,2001,internet solution,false,685
686,10,1992,2008,Compatible,true,686
687,63,2010,2012,Customer-focused,false,687
688,28,1993,1999,mission-critical,true,688
689,43,1995,1985,workforce,false,689
690,68,2008,1999,non-volatile,true,690
691,35,2010,2010,Vision-oriented,true,691
692,17,1997,2009,encryption,true,692
693,87,1999,1985,Reactive,false,693
694,81,2010,1970,intranet,false,694
695,1,1998,2000,Assimilated,false,695
696,19,1995,2002,contingency,true,696
697,33,1984,1996,Reduced,true,697
698,58,1994,1992,user-facing,false,698
699,64,1996,1995,Balanced,false,699
700,59,1999,2004,Quality-focused,false,700
701,94,2003,1995,Re-contextualized,false,701
702,37,1999,1989,impactful,false,702
703,89,1992,2007,system engine,true,703
704,28,2006,2010,Stand-alone,false,704
705,20,2009,1963,Pre-emptive,true,705
706,99,1996,1994,task-force,false,706
707,64,2004,2006,grid-enabled,false,707
708,16,1993,2010,asynchronous,false,708
709,50,1995,1993,Object-based,true,709
710,83,2006,1989,neutral,true,710
711,58,2010,2004,focus group,false,711
712,69,1995,1998,Grass-roots,false,712
713,62,1995,1997,contextually-based,true,713
714,76,1994,1998,demand-driven,false,714
715,88,2012,1991,instruction set,false,715
716,78,2004,2002,Right-sized,false,716
717,37,2007,2008,Down-sized,false,717
718,30,1997,2007,challenge,true,718
719,73,2012,2012,Open-architected,false,719
720,67,2009,2008,coherent,false,720
721,38,1996,2011,pricing structure,true,721
722,27,2008,2005,contingency,false,722
723,8,2010,1990,Decentralized,true,723
724,28,2009,1994,Re-engineered,true,724
725,76,2013,1991,4th generation,true,725
726,11,1994,2001,user-facing,true,726
727,8,1987,1988,exuding,true,727
728,67,2007,2007,bifurcated,true,728
729,92,2002,2008,migration,false,729
730,85,2010,1992,Cross-platform,true,730
731,4,2008,2003,Implemented,true,731
