id,area,creationYear,lastRenovationYear,buildingType,isFurnished,roomsCount
197,14,2006,1995,methodical,false,197
198,5,2010,2010,asymmetric,false,198
199,33,2012,2012,multimedia,true,199
200,95,1992,1992,object-oriented,false,200
201,48,2006,2007,Persistent,false,201
202,42,2010,2006,high-level,false,202
203,79,2011,1996,Universal,true,203
204,88,2012,2012,functionalities,false,204
205,64,1995,2003,Re-engineered,false,205
206,14,2002,2001,concept,true,206
207,24,2000,1993,secondary,false,207
208,65,2002,2003,Decentralized,true,208
209,19,2004,2008,attitude-oriented,false,209
210,17,1993,2013,matrices,true,210
211,46,2005,1993,homogeneous,false,211
212,95,2000,1997,solution-oriented,true,212
213,100,2007,2008,human-resource,true,213
214,2,2011,2009,moderator,false,214
215,94,1996,1997,foreground,true,215
216,81,2005,1992,Horizontal,false,216
217,93,2010,2010,circuit,false,217
218,84,2011,2009,coherent,true,218
219,15,2004,1999,Reverse-engineered,true,219
220,79,1986,1986,client-server,false,220
221,11,1991,2009,capability,true,221
222,29,1997,2000,Optional,true,222
223,97,2012,2004,intermediate,false,223
224,19,2008,1988,local,true,224
225,16,1999,1996,De-engineered,false,225
226,40,1996,1996,Secured,true,226
227,6,2010,2009,Polarised,false,227
228,1,2006,2007,help-desk,false,228
229,43,2009,1988,clear-thinking,true,229
230,94,2008,1998,installation,false,230
231,54,2012,2006,groupware,true,231
232,91,1976,1988,Managed,false,232
233,88,2001,1987,Switchable,false,233
234,48,2000,2008,middleware,false,234
235,70,1994,1992,dedicated,true,235
236,28,1998,1993,help-desk,false,236
237,75,2004,2000,productivity,true,237
238,10,1988,2001,task-force,true,238
239,45,1993,2008,Horizontal,true,239
240,82,1984,1996,fresh-thinking,false,240
241,43,2003,2006,Automated,false,241
242,74,2003,1999,Visionary,true,242
243,49,2009,2003,Public-key,false,243
244,41,1997,2011,archive,false,244
245,10,2008,2011,Managed,false,245
246,56,2010,2001,attitude,true,246
247,99,2012,1990,disintermediate,false,247
248,58,2010,2007,bi-directional,true,248
249,81,2004,2006,impactful,false,249
250,61,2011,2003,background,true,250
251,69,2009,1993,hub,false,251
252,75,1994,2006,circuit,false,252
253,16,2012,1993,intangible,true,253
254,89,1995,2004,Vision-oriented,false,254
255,4,2009,1999,Multi-lateral,false,255
256,26,1995,2005,needs-based,true,256
257,57,2006,1997,bifurcated,true,257
258,90,1998,2004,paradigm,true,258
259,39,1987,1996,Fundamental,true,259
260,90,1997,2012,toolset,true,260
261,85,2011,2010,website,false,261
262,92,2008,1992,Automated,false,262
263,49,2004,1998,framework,true,263
264,78,2007,1991,Team-oriented,false,264
265,4,2012,1999,secondary,true,265
266,19,1966,2007,dynamic,false,266
267,42,1994,1999,contingency,false,267
268,66,2009,2011,Robust,true,268
269,7,1988,2002,capacity,true,269
270,6,1998,1999,non-volatile,false,270
271,35,1999,2012,attitude-oriented,false,271
272,82,1989,2010,neutral,true,272
273,66,1972,2000,Organized,false,273
274,19,1999,1994,logistical,false,274
275,46,1995,1988,hierarchy,false,275
276,54,2005,1997,Phased,true,276
277,55,1988,2006,policy,true,277
278,54,2005,2006,high-level,true,278
279,3,1998,2005,analyzing,false,279
280,13,2012,1993,migration,true,280
281,87,2006,1999,leverage,true,281
282,10,2006,1999,discrete,false,282
283,42,2012,1998,uniform,false,283
284,97,1992,1991,dedicated,true,284
285,92,1993,2013,bottom-line,true,285
286,97,1963,2006,migration,false,286
287,94,1999,1990,Persevering,false,287
288,80,1993,2005,Expanded,true,288
289,85,1996,2011,Upgradable,true,289
290,22,2012,1966,leading edge,true,290
291,50,1990,2004,Customer-focused,true,291
292,51,2010,1967,intangible,false,292
293,6,2007,2008,secured line,true,293
294,41,2001,2003,Total,true,294
295,14,2011,2012,emulation,true,295
296,19,1989,1999,secured line,false,296
297,65,1986,1997,data-warehouse,false,297
298,13,1973,1996,time-frame,true,298
299,23,1991,2002,functionalities,false,299
300,34,2007,1993,next generation,true,300
301,50,2005,2009,didactic,false,301
302,37,2006,2006,forecast,false,302
303,86,1997,2005,Re-engineered,false,303
304,14,2004,2002,Seamless,true,304
305,93,2013,1996,function,false,305
306,63,1995,1986,Public-key,false,306
307,26,2012,1996,Profound,false,307
308,32,2006,2000,asymmetric,true,308
309,98,2004,2002,firmware,true,309
310,3,1992,2012,interactive,false,310
311,41,2004,1976,parallelism,false,311
312,67,2010,1993,capacity,false,312
313,90,1984,2012,algorithm,true,313
314,29,2004,2009,parallelism,true,314
315,93,2002,2007,time-frame,false,315
316,15,2003,2009,logistical,false,316
317,63,2003,2011,5th generation,true,317
318,30,2012,2010,Innovative,true,318
319,25,1999,1991,Grass-roots,true,319
320,60,2010,1997,concept,true,320
321,84,2009,1984,high-level,true,321
322,41,2012,2003,Reverse-engineered,false,322
323,2,2004,2000,Organic,false,323
324,32,2010,1993,Ameliorated,true,324
325,88,1998,2005,secondary,true,325
326,11,1985,1997,Customizable,true,326
327,41,1992,2011,analyzer,false,327
328,2,2008,1992,Organized,true,328
329,19,1991,1994,concept,true,329
330,2,2004,2006,context-sensitive,true,330
331,93,1972,2010,Proactive,true,331
332,88,2009,2011,demand-driven,false,332
333,28,1982,2013,dedicated,false,333
334,43,1999,2009,analyzer,true,334
335,72,2004,1996,array,false,335
336,27,2012,2008,scalable,true,336
337,91,1997,2008,website,false,337
338,79,2007,2013,Right-sized,false,338
339,84,1994,1990,directional,true,339
340,4,1992,2005,needs-based,true,340
341,16,1999,1984,methodology,true,341
342,79,1997,2012,structure,true,342
343,59,1992,2004,database,true,343
344,70,2007,1997,Intuitive,false,344
345,35,1997,2007,motivating,true,345
346,23,1997,2011,encryption,false,346
347,24,2001,1998,Networked,true,347
348,5,1985,1999,bi-directional,true,348
349,10,2012,1998,zero defect,true,349
350,40,1997,1985,forecast,false,350
351,52,2008,1993,Synergistic,true,351
352,78,2003,2012,demand-driven,true,352
353,86,2010,2009,Re-contextualized,false,353
354,21,2008,2004,fresh-thinking,false,354
355,77,2000,2007,model,false,355
356,56,1995,2006,leading edge,true,356
357,48,1994,2002,hybrid,true,357
358,15,2004,1984,Configurable,false,358
359,46,2012,1993,attitude-oriented,false,359
360,6,1998,1985,forecast,true,360
361,77,2005,2000,Enhanced,true,361
362,94,2006,2006,Networked,true,362
363,78,1996,1995,website,true,363
364,41,1996,1992,object-oriented,false,364
365,68,1998,1995,foreground,false,365
366,81,2003,2001,transitional,true,366
367,39,2006,1997,clear-thinking,false,367
368,44,1995,1999,parallelism,false,368
369,52,2010,1999,Innovative,true,369
370,84,2010,2012,Reduced,true,370
371,79,1994,2000,toolset,true,371
372,22,1993,2013,Multi-tiered,true,372
373,2,2001,1992,Automated,true,373
374,77,2008,2011,process improvement,false,374
375,53,1989,2008,cohesive,true,375
376,74,2001,2003,pricing structure,false,376
377,65,2009,1985,installation,false,377
378,39,1998,2008,approach,true,378
379,87,1998,2011,national,true,379
380,89,2009,2010,workforce,true,380
381,93,1999,1992,contextually-based,false,381
382,97,1990,2004,client-driven,true,382
383,42,2005,2010,toolset,true,383
384,13,2007,1994,Polarised,true,384
385,2,2001,2010,secondary,false,385
386,38,2003,2001,motivating,false,386
387,76,1997,2006,attitude,false,387
388,11,1992,2000,array,false,388
389,42,2007,1997,heuristic,true,389
390,48,2003,2010,6th generation,false,390
391,45,1993,1987,Self-enabling,true,391
392,37,2009,2011,Open-architected,true,392
393,23,1999,1992,explicit,true,393
394,52,1996,2002,Centralized,true,394
395,26,2000,2004,well-modulated,false,395
396,1,2005,2012,Decentralized,false,396
397,19,2008,1998,Optional,false,397
398,80,1992,1995,tangible,true,398
399,34,1996,1996,infrastructure,false,399
400,16,2004,2006,complexity,true,400
401,88,2009,1992,Expanded,true,401
402,19,1995,1991,concept,true,402
403,19,1981,1994,disintermediate,false,403
404,96,1992,1997,multi-state,false,404
405,98,1992,1996,executive,false,405
406,98,1998,2001,middleware,false,406
407,71,2009,2001,Synchronised,true,407
408,41,1992,2000,projection,true,408
409,53,2007,1992,moderator,true,409
410,46,1988,2003,user-facing,true,410
411,70,2004,2002,asynchronous,true,411
412,39,2008,2007,even-keeled,true,412
413,70,2012,1990,focus group,false,413
414,23,2011,2009,incremental,true,414
415,54,2010,1995,Programmable,true,415
416,80,2011,1999,web-enabled,true,416
417,34,1975,1996,Progressive,true,417
418,58,2006,2008,Down-sized,false,418
419,28,2006,2011,explicit,false,419
420,34,1972,2001,software,true,420
421,84,2009,1992,needs-based,false,421
422,17,1997,2007,superstructure,true,422
423,34,1996,2006,regional,true,423
424,9,1992,1996,multi-state,true,424
425,2,1994,1992,clear-thinking,true,425
426,21,2006,1990,Cross-platform,false,426
427,73,1984,1998,reciprocal,false,427
428,39,2009,2012,array,false,428
429,3,2000,2006,Reduced,true,429
430,58,1998,2005,Right-sized,false,430
431,44,2007,1987,Extended,false,431
432,59,1987,1997,cohesive,false,432
433,92,1996,2003,internet solution,true,433
434,36,2012,1994,incremental,false,434
435,6,2005,2007,approach,true,435
436,41,2007,2004,Stand-alone,true,436
437,28,2004,1993,Vision-oriented,false,437
438,85,2008,1991,workforce,false,438
439,65,2001,1997,hardware,true,439
440,83,2010,2005,Profit-focused,false,440
441,87,2003,2006,cohesive,true,441
442,12,2008,1993,Innovative,true,442
443,50,2007,1993,intangible,true,443
444,79,1994,1999,extranet,true,444
445,26,1993,1992,customer loyalty,true,445
446,59,1997,2012,tangible,false,446
447,6,2012,2004,Multi-lateral,false,447
448,48,1997,2006,Up-sized,false,448
449,12,1992,2009,Profound,false,449
450,93,1992,1994,concept,true,450
451,13,2010,2012,protocol,false,451
452,1,2003,1994,Universal,false,452
453,36,2012,1987,zero defect,false,453
454,14,1990,2011,responsive,true,454
455,5,2012,2013,multi-tasking,false,455
456,13,1995,1963,monitoring,true,456
457,71,2012,1993,neural-net,false,457
458,59,2003,1993,Front-line,false,458
459,2,2012,2008,task-force,true,459
460,74,2006,2012,intangible,true,460
461,51,2012,2004,firmware,false,461
462,13,1998,1985,systematic,false,462
463,56,2011,1999,forecast,false,463
464,9,2003,2002,grid-enabled,false,464
465,32,1994,2012,web-enabled,true,465
466,100,2010,2007,analyzing,true,466
467,34,1986,2001,executive,true,467
468,9,1985,2012,Adaptive,false,468
469,48,2008,1948,Profit-focused,true,469
470,91,2005,2008,motivating,true,470
471,92,2004,1991,mission-critical,false,471
472,13,1992,2003,analyzer,false,472
473,72,2012,2011,artificial intelligence,false,473
474,71,1997,1997,Innovative,false,474
475,41,1998,2004,5th generation,false,475
476,12,2004,1994,Total,true,476
477,63,2000,1997,coherent,false,477
478,52,2000,2009,projection,true,478
479,2,2010,2012,intermediate,true,479
480,69,1999,2010,high-level,false,480
481,89,2000,2011,focus group,false,481
482,89,1999,2001,Grass-roots,false,482
483,61,2004,2008,Upgradable,true,483
484,80,1959,2004,framework,false,484
485,65,2006,2008,capacity,false,485
486,14,2001,1997,interface,false,486
487,30,2001,2004,migration,false,487
488,69,1999,1997,Progressive,false,488
489,17,2011,2006,clear-thinking,false,489
490,84,2002,2005,Re-contextualized,true,490
491,35,1993,2003,toolset,true,491
492,88,1994,1998,superstructure,true,492
493,80,1994,1984,intangible,false,493
494,60,1998,1996,Managed,false,494
495,57,1995,2007,Progressive,true,495
496,46,2008,2005,Streamlined,false,496
497,81,1969,2000,logistical,true,497
498,27,1992,2007,Distributed,false,498
499,77,2008,2008,solution,false,499
500,4,2011,2002,extranet,false,500
501,34,2004,2002,system-worthy,false,501
502,53,2003,2007,secured line,true,502
503,83,2003,1995,clear-thinking,true,503
504,53,2001,2000,hub,true,504
505,79,2005,2010,web-enabled,false,505
506,26,2012,1991,Virtual,false,506
507,5,2000,2010,scalable,false,507
508,33,1998,2000,full-range,true,508
509,1,1992,1994,actuating,true,509
510,54,1995,2002,Right-sized,false,510
511,2,1993,1996,conglomeration,false,511
512,16,2011,1992,upward-trending,false,512
513,85,1997,1992,discrete,false,513
514,12,1993,1988,clear-thinking,false,514
515,34,2013,1993,portal,false,515
516,72,2002,2011,4th generation,true,516
517,3,1992,1999,Phased,false,517
518,53,1993,2010,Managed,false,518
519,22,2010,1993,client-server,false,519
520,7,2004,2008,access,true,520
521,85,2011,2003,even-keeled,true,521
522,62,2003,1998,web-enabled,true,522
523,73,1992,2009,service-desk,true,523
524,8,2008,1997,implementation,false,524
525,81,2009,1966,object-oriented,false,525
526,93,1993,1989,24 hour,true,526
527,25,2001,2006,value-added,true,527
528,81,2002,1994,Synchronised,false,528
529,98,2008,1994,algorithm,false,529
530,100,2003,2007,policy,true,530
531,81,2013,2005,exuding,false,531
532,22,2002,2006,Public-key,false,532
533,24,2008,2005,Innovative,true,533
534,57,1965,2004,methodology,true,534
535,53,2004,2006,tangible,false,535
536,47,2009,2003,local,true,536
537,46,1999,1986,impactful,true,537
538,67,1996,2004,Streamlined,false,538
539,2,2002,1996,Fundamental,false,539
540,19,2009,2011,Multi-lateral,true,540
541,56,1998,2005,Ameliorated,true,541
542,77,2009,1998,Balanced,false,542
543,78,1997,1999,Phased,true,543
544,85,2010,2007,Synergistic,false,544
545,55,1994,2005,tertiary,true,545
546,58,2004,1991,firmware,true,546
547,51,2011,2000,Managed,true,547
548,76,1992,2006,Total,true,548
549,64,2006,1993,uniform,true,549
550,94,2001,2007,help-desk,false,550
551,12,2008,2006,concept,false,551
552,82,1996,2003,Expanded,true,552
553,6,2000,2011,portal,false,553
554,30,1994,1985,Cloned,false,554
555,50,1992,2009,Secured,false,555
556,23,2007,2005,encryption,true,556
557,49,1994,1988,foreground,false,557
558,85,1985,1999,encryption,true,558
559,11,2007,2011,Switchable,true,559
560,28,2009,1998,Diverse,false,560
561,14,1993,2010,full-range,true,561
562,88,2002,2003,contingency,true,562
563,26,2012,2011,Stand-alone,false,563
564,80,2011,1994,Exclusive,false,564
565,17,2008,2002,Expanded,true,565
566,84,1992,2008,client-driven,false,566
567,87,1994,2000,Profound,true,567
568,100,2011,2009,Self-enabling,true,568
569,46,1989,2002,groupware,false,569
570,59,2001,2009,system engine,false,570
571,19,1998,2005,Phased,false,571
572,10,1998,2009,service-desk,true,572
573,7,2009,2003,Sharable,true,573
574,90,1990,1984,superstructure,false,574
575,70,2011,2010,Adaptive,true,575
576,91,2012,2009,artificial intelligence,false,576
577,37,1995,1994,infrastructure,false,577
578,58,1989,2000,application,false,578
579,100,2007,1992,budgetary management,false,579
580,46,1993,2009,complexity,false,580
581,6,2005,2012,application,true,581
582,37,2013,2004,Extended,true,582
583,36,2009,2012,Down-sized,true,583
584,19,2006,2011,Assimilated,true,584
585,17,2007,1997,Enterprise-wide,true,585
586,19,1993,1988,structure,false,586
587,43,2002,1999,product,true,587
588,79,2008,2003,Pre-emptive,true,588
589,38,1996,1992,portal,false,589
590,88,2009,2012,Enhanced,false,590
591,38,1996,2012,Versatile,true,591
592,99,2010,2009,analyzing,false,592
593,34,1997,2006,Synergized,true,593
594,10,2008,2008,extranet,false,594
595,82,1983,1967,zero defect,false,595
596,80,2004,2007,needs-based,false,596
597,18,2000,2002,Customer-focused,true,597
598,52,2006,2008,protocol,true,598
599,76,2001,2010,groupware,false,599
600,83,2013,2009,time-frame,true,600
601,8,2004,1997,Cloned,false,601
602,40,1993,1987,forecast,false,602
603,99,2005,2005,Progressive,false,603
604,41,2008,2011,Future-proofed,false,604
605,27,1996,2012,executive,false,605
606,23,2000,2000,access,true,606
607,24,2001,2002,groupware,true,607
608,44,1995,2008,client-server,false,608
609,70,2003,2004,Extended,true,609
610,93,2003,2005,Progressive,false,610
611,62,2001,2003,Distributed,true,611
612,20,1987,2011,matrices,false,612
613,81,1998,1994,methodology,false,613
614,29,2011,1993,functionalities,true,614
615,67,2009,1998,value-added,true,615
616,48,1993,1990,hardware,true,616
617,29,2011,1994,composite,false,617
618,2,1984,2006,superstructure,false,618
619,50,2006,2004,directional,true,619
620,70,2002,1992,open architecture,false,620
621,45,2003,2001,moratorium,true,621
622,1,1992,1994,Cross-platform,true,622
623,57,1997,1987,approach,true,623
624,64,2009,2002,asynchronous,true,624
625,7,2002,1970,Digitized,false,625
626,50,2002,1994,well-modulated,false,626
627,17,1994,2008,attitude,false,627
628,42,2000,2009,systematic,false,628
629,99,2011,1994,protocol,true,629
630,42,1992,1995,heuristic,false,630
631,7,2010,1987,homogeneous,true,631
632,55,2004,2006,dynamic,false,632
633,45,2001,1997,Graphical User Interface,false,633
634,36,1995,2000,Triple-buffered,false,634
635,88,2008,2002,Expanded,true,635
636,24,2011,1991,collaboration,true,636
637,79,2004,2007,application,true,637
638,81,1996,2002,secondary,true,638
639,19,2011,2008,conglomeration,true,639
640,1,1994,2007,Up-sized,true,640
641,13,2007,1991,toolset,true,641
642,80,2000,2004,application,false,642
643,98,2007,2003,needs-based,true,643
644,72,2004,2002,Secured,false,644
645,53,2009,2000,website,false,645
646,48,2004,1992,internet solution,true,646
647,27,2012,2006,superstructure,false,647
648,9,2005,1988,User-centric,false,648
649,86,2009,1988,Pre-emptive,true,649
650,9,1986,2000,zero tolerance,false,650
651,88,2012,1992,Re-contextualized,true,651
652,14,1991,1998,Customizable,false,652
653,43,2005,1986,Switchable,true,653
654,32,2009,2008,migration,true,654
655,93,2013,1994,Total,true,655
656,85,2001,1992,conglomeration,false,656
657,9,1995,1999,hybrid,true,657
658,60,1996,1998,Operative,false,658
659,89,1995,2001,methodology,false,659
660,30,2009,2010,stable,false,660
661,99,2007,1998,incremental,true,661
662,79,2002,2006,incremental,true,662
663,40,2008,2010,encompassing,false,663
664,86,2005,2004,Customer-focused,true,664
665,70,2010,1991,multi-state,false,665
666,54,2009,2003,policy,false,666
667,20,1996,1992,artificial intelligence,false,667
668,40,1996,1994,benchmark,false,668
669,11,2005,2003,4th generation,false,669
670,19,2003,1996,algorithm,true,670
671,71,2004,2003,object-oriented,false,671
672,45,2006,1994,Progressive,false,672
673,6,1999,2007,context-sensitive,true,673
674,66,2003,2005,Persevering,true,674
675,16,2007,2012,Optimized,false,675
676,38,2010,2004,Monitored,true,676
677,3,1998,2007,time-frame,false,677
678,11,2010,2010,access,false,678
679,4,2000,1999,budgetary management,true,679
680,50,2008,2009,Polarised,false,680
681,69,2007,1992,frame,true,681
682,14,2001,2006,flexibility,true,682
683,50,2000,2008,Centralized,true,683
684,18,1998,2002,multi-tasking,false,684
685,13,2003,2003,policy,false,685
686,38,1986,2007,collaboration,false,686
687,89,1990,1994,homogeneous,false,687
688,40,1997,1993,User-friendly,false,688
689,11,1996,2006,local,false,689
690,52,2012,2003,homogeneous,true,690
691,48,1992,2002,circuit,true,691
692,40,1998,2007,Open-source,false,692
693,32,1996,2010,contextually-based,true,693
694,55,2008,2005,human-resource,false,694
695,1,1990,1989,homogeneous,false,695
696,16,1986,2008,orchestration,false,696
697,16,1997,2008,methodical,true,697
698,28,2011,1992,concept,true,698
699,49,1992,1999,Grass-roots,false,699
700,93,1992,2004,matrices,false,700
701,91,2006,1999,dedicated,false,701
702,41,1998,1992,Synergized,true,702
703,94,2010,2005,Focused,false,703
704,45,2001,1980,Down-sized,false,704
705,7,2000,2009,projection,false,705
706,81,1996,2000,multimedia,true,706
707,18,1996,1990,ability,true,707
708,15,2005,2009,Stand-alone,true,708
709,41,1996,1999,Multi-lateral,true,709
710,27,2012,1992,Customer-focused,false,710
711,66,2008,2003,local,false,711
712,40,2007,1998,Assimilated,false,712
713,41,2005,2010,web-enabled,true,713
714,86,2008,1996,disintermediate,true,714
715,98,2005,2001,Synergized,false,715
716,46,2006,2005,client-server,false,716
717,92,1991,1999,Extended,false,717
718,88,2007,1993,support,false,718
719,85,2001,1987,Realigned,false,719
720,74,1996,2009,Multi-channelled,true,720
721,65,1988,1996,Synchronised,false,721
722,97,2009,2004,focus group,false,722
723,55,2009,2008,human-resource,true,723
724,55,1991,1990,Open-source,true,724
725,7,1998,2007,Synchronised,true,725
726,12,2002,2010,asymmetric,true,726
727,55,2004,1996,Integrated,true,727
728,64,2008,2011,Open-source,true,728
729,99,2007,1993,forecast,true,729
730,84,2002,1984,Pre-emptive,false,730
731,2,1985,1994,Intuitive,true,731
732,46,2011,2000,De-engineered,true,732
733,40,1993,2003,algorithm,true,733
734,34,1992,2007,circuit,true,734
735,61,2003,2006,knowledge user,true,735
736,34,1993,2006,Fundamental,false,736
737,1,2012,2002,Business-focused,true,737
738,85,2013,2012,knowledge user,true,738
